id;image;barcode;name;description;stock;is_stock;inventary_min;price_in;price_out;unit
;;;BOTIQUIN IMPLEMENTADO MEDIANO ;;0;;1;;;2
;;;BUZO DE ALGOBON NEGRO ;;0;;1;;;2
;;;BUZO DE ALGODÓN UNISEX;;6;;1;;;2
;;;BUZO DEPORTIVO CELESTE C/BLANCO ;;0;;1;;;2
;;;BUZO DEPORTIVO NEGRO C/BLANCO ;;0;;1;;;2
;;;CABESTRILLO ;;1;;1;;;2
;;;CACHACO NARANJA DE PVC;;0;;1;;;2
;;;CADENA DE PVC AMARILLONEGRO;;0;;1;;;2
;;;CAMILLA DE MADERA DE 1.80MTS ;;0;;1;;;2
;;;CAMILLA DE PVC DE 1.80MTS NARANJA / AMARILLO ;;5;;1;;;2
;;;CAMISA  MANGA LARGA POPELINA  GRIS OSCURO   TALLA 17  1/2;;0;;1;;;2
;;;CAMISA  MANGA LARGA POPELINA  ROSADO TALLA 14 1/2  ;;0;;1;;;2
;;;CAMISA  MANGA LARGA POPELINA  VERDE CLARO  TALLA 15 1/2;;0;;1;;;2
;;;CAMISA  MANGA LARGA POPELINA  VERDE OSCURO  TALLA 15 1/2;;0;;1;;;2
;;;CAMISA DE VESTIR GRIS OSCURO T/17 1/2;;1;;1;;;2
;;;CAMISA DE VESTIR ROSADO  T/14 1/2;;1;;1;;;2
;;;CAMISA DE VESTIR VERDE CLARO T/15 1/2;;1;;1;;;2
;;;CAMISA DE VESTIR VERDE OSCURO T/15 1/2;;1;;1;;;2
;;;CAMISA JEANS CRUDO TALLA M;;0;;1;;;2
;;;CAMISA JEANS CRUDO TALLA XL ;;0;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/ L;;3;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/ M;;1;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/ XL;;4;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/ XXL;;0;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/ XXXL;;0;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 14 ONZ T/S;;3;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ L;;9;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ M;;10;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ S;;5;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ XL;;6;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ XXL;;0;;1;;;2
;;;CAMISA JEANS MANGA LARGA C/CINTA REFLECTIVA 9 ONZ T/ XXXL;;7;;1;;;2
;;;CAMISA MANGA CORTA AZUL ITALIANO   T M ;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/L;;4;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/M;;1;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/S;;1;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZUL MARINO T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZULINO TALLA L;;2;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA  C/CINTA REFLECTIVA AZULINO TALLA S;;1;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA CELESTE   C/CINTA REFLECTIVA T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/L;;12;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/XL;;12;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL ANTIFLAMA NARANJA C/CINTA REFLECTIVA T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/L;;7;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/XL;;3;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/ CINTA REFLECTIVA NARANJA  T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/L;;3;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/S;;5;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/XL;;4;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/XXL;;2;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA AZUL MARINO  T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/L;;3;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/M;;1;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA DRILL TECNOLOGIA C/CINTA REFLECTIVA BEIGE T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD A RAYAS  CREDITEX TALLA M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ACERO TALLA S;;13;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ACERO TALLA XL;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/L;;20;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/M;;16;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/S;;10;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/XL;;6;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/XXL;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL ITALIANO T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANS T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANS T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANS T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANS T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANS T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD AZUL JEANT/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/L;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/M;;5;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/S;;4;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/XL;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/XXL;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BEIGET/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/L;;4;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/M;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/S;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/XL;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD BLANCO T/XXXL;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/L;;4;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/M;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/S;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/XL;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CELESTE  T/XXXL;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/L;;4;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/M;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/S;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON  CELESTE   T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/L;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/M;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/XL;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD CREDITEX 100%  ALGODON BLANCO T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/L;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/M;;6;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/S;;5;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/XXL;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD GRIS T/XXXL;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON AZUL ITALIANO   T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON BLANCO T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/M;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD PARCELA  ALGODON CELESTE T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD RAYAS CELESTE  M/2;;2;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/S;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD ROSADO T/XXXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/L;;6;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/M;;3;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/S;;9;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/XL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/XXL;;1;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE AGUA T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE MANZANA  T/L;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE MANZANA  T/M;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE MANZANA  T/S;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE MANZANA  T/XXL;;0;;1;;;2
;;;CAMISA MANGA LARGA OXFORD VERDE T/M;;0;;1;;;2
;;;CAMISA OBSTETRA ROJO T/L;;1;;1;;;2
;;;CAMISA OBSTETRA ROJO T/M;;1;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA CORTA - CELESTE;;1;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA CORTA - NEGRO ;;0;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA CORTA - ROJO;;0;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA CORTA - VERDE;;0;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA LARGA - CELESTE  ;;2;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA LARGA - NEGRO ;;0;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA LARGA - ROJO ;;0;;1;;;2
;;;CANDADO DE  BLOQUEO OREJA LARGA - VERDE;;1;;1;;;2
;;;CANULAS ;;28;;1;;;2
;;;CAPOTA DE PVC C/ CINTA REFLECTIVA AMARILLO ;;0;;1;;;2
;;;CAPOTA DE PVC C/ CINTA REFLECTIVA AZUL MARINO ;;0;;1;;;2
;;;CAPOTA DE PVC C/ CINTA REFLECTIVA VERDE ;;0;;1;;;2
;;;CAPOTA DE PVC C/CINTA  REFLECTIVA NARANJA ;;0;;1;;;2
;;;CAPOTA SIMPLE DE COLORES ;;0;;1;;;2
;;;CAPOTIN DE PVC C/ CINTA REFLECTIVA AMARILLO ;;1;;1;;;2
;;;CAPOTIN DE PVC C/ CINTA REFLECTIVA AZUL MARINO ;;6;;1;;;2
;;;CAPOTIN DE PVC C/ CINTA REFLECTIVA VERDE ;;0;;1;;;2
;;;CAPOTIN DE PVC C/ CINTA REFLECTIVA VERDE ;;0;;1;;;2
;;;CAPOTIN DE PVC C/CINTA REFLECTIVA NARANJA ;;11;;1;;;2
;;;CAPUCHA DRILL CON DISEÑOS ;;1;;1;;;2
;;;CAPUCHA JEAN TIPO ARABE ;;0;;1;;;2
;;;CAPUCHA JEAN TIPO CHAVO ;;7;;1;;;2
;;;"CAPUCHON DE SEGURIDAD NARANJA DE  1.1/4"", 1.1/2"" MAX. 2""";;200;;1;;;2
;;;"CAPUCHON DE SEGURIDAD NARANJA DE  3/4"", 7/8"", 1"", 1.1/4""";;0;;1;;;2
;;;"CAPUCHON DE SEGURIDAD ROJO DE 1.1/4"", S.1/2"" MAX. 2""";;0;;1;;;2
;;;"CAPUCHON DE SEGURIDAD ROJO DE 3/4"", 7/8"", 1"", 1.1/4";;234;;1;;;2
;;;"CAPUCHON DE SEGURIDAD VERDE DE , 1.1/2"" MAX. 2""";;0;;1;;;2
;;;"CAPUCHON DE SEGURIDAD VERDE DE 3/4"", 7/8"", 1"", 1.1/4";;0;;1;;;2
;;;CARETA DE SOLDAR ADOSABLE AL CASCO ;;6;;1;;;2
;;;CARETA PARA SOLDAR ;;5;;1;;;2
;;;CARTUCHO  7093  3M;;0;;1;;;2
;;;CARTUCHO  7093 ASTARA;;0;;1;;;2
;;;CARTUCHO 6001 - 3M P/VAPORES ORGANICOS ;;6;;1;;;2
;;;CARTUCHO 6002 - 3M P/ GASES ACIDOS  ;;0;;1;;;2
;;;CARTUCHO 6003 - 3M P/VAPORES ORGANICOS, GASES ACIDOS  ;;4;;1;;;2
;;;CARTUCHO 6004 - 3M P/AMONIACO, GASES ACIDOS , VAPORES ORGANICOS ;;1;;1;;;2
;;;CARTUCHO 6006;;0;;1;;;2
;;;CARTUCHO 60923 - VAPORES ORGANICOS, GASES ACIDOS ;;0;;1;;;2
;;;CARTUCHO G02 - LIBUS ;;3;;1;;;2
;;;CARTUCHO P100 - MSA ;;6;;1;;;2
;;;CARTUCHO PARA POLVOS BELLCOX SAFETY ;;0;;1;;;2
;;;CARTUCHO PARA VAPORES ORGANICOS ASTARA/ ASA ;;1;;1;;;2
;;;CASACA DE CROMO PARA SOLDAR  TALLA L;;2;;1;;;2
;;;CASACA DE CROMO PARA SOLDAR  TALLA M;;0;;1;;;2
;;;CASACA DE CROMO PARA SOLDAR  TALLA S;;0;;1;;;2
;;;CASACA DE CROMO PARA SOLDAR  TALLA XL;;0;;1;;;2
;;;CASACA DE CROMO PARA SOLDAR  TALLA XXL;;0;;1;;;2
;;;CASACA DE RES AMARILLO PARA SOLDAR TALLA L;;0;;1;;;2
;;;CASACA DE RES AMARILLO PARA SOLDAR TALLA M;;1;;1;;;2
;;;CASACA DE RES AMARILLO PARA SOLDAR TALLA S;;0;;1;;;2
;;;CASACA DE RES AMARILLO PARA SOLDAR TALLA XL;;1;;1;;;2
;;;CASACA DE RES AMARILLO PARA SOLDAR TALLA XXL;;0;;1;;;2
;;;CASCO AMARILLO TIPO JOKEY MSA ;;0;;1;;;2
;;;CASCO BLANCO BELLPOWER AZUL ;;0;;1;;;2
;;;CASCO BLANCO BELLPOWER BLANCO ;;0;;1;;;2
;;;CASCO BLANCO BELLPOWER NARANJA ;;0;;1;;;2
;;;CASCO BLANCO BELLPOWER VERDE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD AMARILLO  3M;;2;;1;;;2
;;;CASCO DE SEGURIDAD AMARILLO  MASTHERS;;0;;1;;;2
;;;CASCO DE SEGURIDAD AMARILLO SEGUSA ;;5;;1;;;2
;;;CASCO DE SEGURIDAD AMARILLO TRIDENTE ;;54;;1;;;2
;;;CASCO DE SEGURIDAD AZULINO  MASTHERS;;28;;1;;;2
;;;CASCO DE SEGURIDAD AZULINO  SEGUSA ;;9;;1;;;2
;;;CASCO DE SEGURIDAD AZULINO  TRIDENTE ;;19;;1;;;2
;;;CASCO DE SEGURIDAD BLANCO  3 M ;;2;;1;;;2
;;;CASCO DE SEGURIDAD BLANCO  MASTHERS;;3;;1;;;2
;;;CASCO DE SEGURIDAD BLANCO  SEGUSA ;;1;;1;;;2
;;;CASCO DE SEGURIDAD BLANCO TIPO MINERO MSA;;0;;1;;;2
;;;CASCO DE SEGURIDAD BLANCO TRIDENTE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD CELESTE 3M ;;0;;1;;;2
;;;CASCO DE SEGURIDAD CELESTE MASTHERS ;;0;;1;;;2
;;;CASCO DE SEGURIDAD CELESTE SEGUSA ;;0;;1;;;2
;;;CASCO DE SEGURIDAD CELESTE TRIDENTE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD GRIS TRIDENTE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD MARRON TRIDENTE ;;4;;1;;;2
;;;CASCO DE SEGURIDAD MINERO  MSA C/ RACHETH  NARANJA ;;0;;1;;;2
;;;CASCO DE SEGURIDAD MINERO  MSA C/ RACHETH AMARILLO ;;0;;1;;;2
;;;CASCO DE SEGURIDAD MINERO  MSA C/ RACHETH BLANCO ;;0;;1;;;2
;;;CASCO DE SEGURIDAD MINERO  MSA C/ RACHETH CELESTE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD MINERO  MSA C/ RACHETH ROJO;;0;;1;;;2
;;;CASCO DE SEGURIDAD MINERO MSA  C/ RACHETH VERDE ;;0;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA  SEGUSA ;;1;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA  TRIDENTE ;;18;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA 3M ;;0;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA LIBUS;;1;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA MASTHERS;;0;;1;;;2
;;;CASCO DE SEGURIDAD NARANJA TIPO MINERO ;;0;;1;;;2
;;;CASCO DE SEGURIDAD ROJO  3 M ;;2;;1;;;2
;;;CASCO DE SEGURIDAD ROJO MASTHERS;;67;;1;;;2
;;;CASCO DE SEGURIDAD ROJO SEGUSA ;;80;;1;;;2
;;;CASCO DE SEGURIDAD ROJO TIPO MINERO MSA;;0;;1;;;2
;;;CASCO DE SEGURIDAD ROJO TRIDENTE ;;69;;1;;;2
;;;CASCO DE SEGURIDAD VERDE  MASTHERS;;88;;1;;;2
;;;CASCO DE SEGURIDAD VERDE  TRIDENTE ;;42;;1;;;2
;;;CASCO DE SEGURIDAD VERDE 3M ;;1;;1;;;2
;;;CASCO DE SEGURIDAD VERDE SEGUSA ;;4;;1;;;2
;;;CASCO DE SEGURIDAD VERDE TIPO MINERO;;0;;1;;;2
;;;CASQUETE PARA ESMERILAR ;;14;;1;;;2
;;;CHALECO AZUL MARINO CON   RIBETE BOLSILLO AZULINO TIPO REPORTERO TALLA L;;1;;1;;;2
;;;CHALECO AZUL MARINO CON   RIBETE BOLSILLO AZULINO TIPO REPORTERO TALLA S ;;2;;1;;;2
;;;CHALECO AZUL MARINO CON   RIBETE BOLSILLO AZULINO TIPO REPORTERO TALLA XL ;;1;;1;;;2
;;;CHALECO DE MALLA NARAJA DEPORTIVO ;;4;;1;;;2
;;;CHALECO DE MALLA VERDE DEPORTIVO ;;4;;1;;;2
;;;CHALECO DRIL AZUL MARINO CON RIBETE ROJO TALLA L;;0;;1;;;2
;;;CHALECO DRIL AZUL MARINO CON RIBETE ROJO TALLA M;;0;;1;;;2
;;;CHALECO DRIL AZUL MARINO CON RIBETE ROJO TALLA S;;0;;1;;;2
;;;CHALECO DRIL AZUL MARINO CON RIBETE ROJO TALLA S;;0;;1;;;2
;;;CHALECO DRILL AZUL MARINO CON AZULINO MULTIBOLSILLO  TALLA L;;4;;1;;;2
;;;CHALECO DRILL AZUL MARINO CON AZULINO MULTIBOLSILLO  TALLA XL;;4;;1;;;2
;;;CHALECO DRILL AZUL MATINO CON BEIGE MULTIBOLSILLO  TALLA XL;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  AZUL MARINO NUEVO MUNDO T/L;;12;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  AZUL MARINO NUEVO MUNDO T/M;;8;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  AZUL MARINO NUEVO MUNDO T/S;;6;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  AZUL MARINO NUEVO MUNDO T/XL;;8;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/L;;6;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/M;;5;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/XL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BIEGE T/XXXL;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/XL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  BLANCO  T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/XL;;0;;1;;;2
